lsoa11,samhi_index.2011,samhi_dec.2011,samhi_index.2012,samhi_dec.2012,samhi_index.2013,samhi_dec.2013,samhi_index.2014,samhi_dec.2014,samhi_index.2015,samhi_dec.2015,samhi_index.2016,samhi_dec.2016,samhi_index.2017,samhi_dec.2017,samhi_index.2018,samhi_dec.2018
E01008032,0.186777642,9,0.509083129,9,0.447366523,9,0.46859754,8,1.02306965,9,0.928047467,9,0.54380207,8,0.933949025,8
E01008033,-0.395694628,6,0.204402756,8,-0.068994062,7,0.081218326,7,-0.014390531,6,0.158340072,7,0.140884317,6,0.495416799,7
E01008034,-0.37582017,6,-0.020725425,7,-0.114172758,7,-0.079734261,6,0.130531187,7,0.600185895,8,0.661061097,8,1.175857599,9
E01008035,-0.950626485,3,-0.727338154,4,-0.511469818,5,-0.212684356,6,-0.205138131,5,-0.323453789,4,-0.149013091,5,-0.472586369,2
E01008036,-1.016265191,2,-0.737743511,3,-0.752149185,3,-0.803009514,2,-0.6505204,3,-0.488751311,3,-0.398746503,3,-0.426425074,3
E01008037,0.45338762,9,0.428356836,9,1.270601579,10,0.80497966,9,1.742133726,10,1.791457074,10,1.374608429,9,1.925190434,10
E01008038,-0.896856714,3,-0.764549822,3,-0.690290575,3,-0.401852391,5,-0.06825335,6,-0.326433574,4,-0.066968949,5,0.125127396,5
E01008039,-0.574852479,5,-0.183534453,7,-0.11257175,7,-0.09090427,6,-0.234976289,5,-0.019849982,6,0.608434377,8,-0.075824538,4
E01008040,-0.570893398,5,-0.31524876,6,-0.397683796,5,-0.494302013,4,0.133084801,7,-0.04512994,6,0.136805107,6,0.346478483,6
E01008041,-0.966340971,3,-0.976402268,2,-0.742783716,3,-0.784185774,2,-0.471750972,4,-0.890159009,1,-0.643229366,2,-0.180827603,4
E01008042,-0.723644051,4,-0.298335644,6,-0.478604048,5,-0.337783715,5,-0.32668735,5,-0.192362437,5,0.323770528,7,0.198311058,6
E01008043,-1.123268789,1,-1.153929282,1,-0.789902898,3,-0.826116335,2,-0.795988079,2,-0.798958265,2,-0.681453611,2,-0.296870749,3
E01008044,-1.23110682,1,-0.745758448,3,-0.925502964,2,-0.789607887,2,-0.397904529,4,-0.668835801,2,-0.353958299,4,-0.471310216,2
E01008045,-0.666990597,5,-0.313759241,6,-0.358278601,5,-0.571022346,4,-0.217743595,5,0.01587381,6,-0.330019511,4,-0.257570679,4
E01008046,-0.476389296,6,-0.51534078,5,-0.465242716,5,-0.570495431,4,-0.666266403,3,-0.262684421,5,-0.256772267,4,0.042389996,5
E01008047,-1.183782514,1,-0.785195919,3,-0.660691678,4,-0.985939098,1,-1.00426812,1,-0.824454463,2,-0.672012147,2,-0.288165519,3
E01008048,-0.650966785,5,-0.008699804,7,0.026686072,7,0.359309566,8,0.246508832,7,-0.455802383,4,-0.153813851,5,-0.274041123,3
E01008049,-0.024512022,8,0.406094651,9,0.344730136,8,0.702406169,9,1.012968467,9,0.648010742,8,0.897394531,9,1.272088682,9
E01008050,-0.591533544,5,-0.531705708,5,-0.52223271,5,-0.664460954,3,-0.841863039,2,-0.592823815,3,-0.611590721,2,-0.315635755,3
E01008051,-0.727438075,4,-0.30242895,6,-0.470130567,5,-0.2436893,6,-0.204933738,5,-0.456949056,4,-0.521979832,3,-0.417709076,3
E01008052,-0.651396422,5,-0.669938837,4,-0.604875949,4,-0.480225836,4,-0.114087957,6,-0.563676947,3,-0.438545284,3,-0.255066538,4
E01008053,0.817122241,10,0.781209334,9,1.378113014,10,1.249437397,10,1.417206679,10,1.687900857,10,1.600397504,10,1.409923642,9
E01008054,0.016926317,8,0.479039117,9,0.899148713,9,0.638864175,9,1.423889266,10,1.35977015,9,1.111338779,9,1.412803607,9
E01008055,0.300515467,9,1.113397258,10,1.387295839,10,2.192009252,10,2.107452074,10,1.549031808,10,1.688288222,10,2.245651335,10
E01008056,-0.020794678,8,0.15953869,8,0.344212554,8,0.343533569,8,0.588510003,8,0.106879666,6,0.766804185,8,0.48325435,7
E01008057,0.254074657,9,0.315732313,8,0.911851436,9,1.052924592,9,0.967367376,9,1.005706533,9,1.136663712,9,1.056083936,8
E01008058,-0.407501538,6,-0.20848547,7,0.011884351,7,0.095823188,7,0.412886697,8,0.34910445,7,0.641728321,8,0.28097047,6
E01008059,1.322168819,10,1.319336912,10,1.195159846,10,1.154470701,9,1.022081865,9,0.612556547,8,1.537539944,10,1.626377149,9
E01008060,1.040050304,10,1.02074343,10,1.104862851,10,1.440062931,10,1.712273359,10,1.587141147,10,1.225754972,9,1.746524622,10
E01008061,0.070997927,8,0.243105676,8,0.549124721,9,1.067697462,9,1.326542688,10,1.237446161,9,0.817799623,8,0.975233918,8
E01008062,0.779961428,10,1.036538493,10,0.932977867,9,1.039178295,9,1.443198773,10,1.116884283,9,1.199067464,9,1.843035183,10
E01008063,0.647172186,9,0.829645178,9,1.482722781,10,1.665637924,10,2.233076995,10,2.965073203,10,2.563937592,10,1.879685853,10
E01008064,-1.164347516,1,-0.958565124,2,-1.112452565,1,-0.644315857,3,-0.673177088,3,-0.839042546,1,-0.664422784,2,-0.606372771,2
E01008065,1.782877782,10,2.012753251,10,2.604132639,10,1.690205183,10,1.865316922,10,1.939538434,10,2.268175212,10,1.792872095,10
E01008066,-0.895648575,3,-0.766746781,3,-0.330518307,6,-0.109157726,6,-0.400059805,4,-0.800361909,2,-0.146284091,5,-0.588806638,2
E01008067,-0.353386925,7,0.267511573,8,-0.096684148,7,0.719444897,9,-0.115278782,6,-0.17889644,5,-0.12679371,5,0.439294642,7
E01008068,-0.180003376,7,-0.090522362,7,-0.146315219,7,0.239735545,8,0.651020037,8,0.21177803,7,0.133283404,6,0.091837304,5
E01008069,-0.781440908,4,-0.818224321,3,-0.745650096,3,-1.172780988,1,-1.271989925,1,-0.95498419,1,-0.857598042,1,-0.671269475,1
E01008072,0.804386384,10,1.279961305,10,0.852681218,9,0.855099575,9,0.951436158,9,0.848804493,9,0.65216335,8,1.647962737,9
E01008073,0.46470371,9,0.366227793,9,-0.365344893,5,0.498846746,8,0.513450758,8,0.139973231,7,0.182186758,6,0.536267305,7
E01008074,-1.08093115,2,-0.971645998,2,-1.092831442,1,-0.905702178,2,-0.933346395,1,-1.016800003,1,-0.817548243,1,-0.924014243,1
E01008075,0.314412988,9,1.10139815,10,0.949768156,9,1.383113455,10,1.666692736,10,1.040519471,9,1.445508009,9,1.810719102,10
E01008076,0.613500412,9,0.932622082,10,1.274024553,10,0.821415082,9,1.064793874,9,1.639213083,10,0.858832845,8,1.592979227,9
E01008077,0.606330515,9,0.629959824,9,0.64162875,9,0.963310721,9,1.128173445,9,1.187541579,9,1.329599797,9,2.42160542,10
E01008078,-0.529457096,6,0.297209569,8,-0.095455929,7,0.050841381,7,0.207764482,7,-0.1872701,5,-0.082354871,5,0.17439281,6
E01008079,-0.80454636,4,-0.601835126,4,-0.900591645,2,-0.666236056,3,-0.533735265,4,-0.541819126,3,-0.806978236,1,-0.24934528,4
E01008080,-0.199067991,7,0.019348789,8,0.037768621,7,0.081843722,7,0.281725492,7,0.451989817,8,0.512349336,8,1.040255242,8
E01008081,0.702425622,9,1.208572907,10,0.633347044,9,1.163556636,9,1.809261302,10,3.032434759,10,2.916983316,10,3.359541501,10
E01008082,2.532777271,10,1.990679127,10,2.095022476,10,2.653674632,10,2.544527002,10,2.854133018,10,3.004807562,10,3.761188302,10
E01008083,1.856586718,10,1.769443974,10,1.977892431,10,1.790976306,10,2.273129201,10,2.379713126,10,2.533676768,10,3.050304456,10
E01008084,0.950504181,10,0.928512817,10,1.504354161,10,1.976362419,10,2.297667962,10,2.095714903,10,1.442149828,9,2.006864759,10
E01008085,0.253302451,9,0.54828077,9,0.889648461,9,0.676968055,9,1.260302238,9,0.268316294,7,0.821516261,8,1.804542974,10
E01008086,-0.085118064,8,0.120755085,8,0.619329125,9,0.581851271,8,0.321252521,7,1.178960945,9,1.538881834,10,1.309429513,9
E01008087,-0.807410111,4,-0.446641531,5,-0.284241665,6,-0.23072983,6,0.406246346,8,0.049110547,6,0.374125098,7,0.433264654,7
E01008088,-0.653425588,5,-0.353696818,6,-0.338302182,6,0.121627515,7,0.485930985,8,0.505569688,8,-0.102888965,5,0.794937174,8
E01008089,-0.081129504,8,0.277954816,8,0.660068036,9,0.883855805,9,0.589252475,8,0.547047112,8,0.606789985,8,0.618537211,7
E01008090,0.489209992,9,1.16464437,10,1.032510988,10,1.38207446,10,1.365678367,10,1.162870854,9,1.46718796,9,1.192153799,9
E01008091,-0.591420284,5,-0.092434177,7,-0.262469693,6,-0.522911899,4,0.218076667,7,0.057627498,6,0.174435517,6,0.101560744,5
E01008092,1.783197163,10,2.824390001,10,4.661427871,10,3.635129361,10,3.630490673,10,3.383149005,10,3.390516734,10,4.070450751,10
E01008093,-0.083884015,8,0.503474509,9,0.282399937,8,0.472115861,8,0.634629066,8,0.650366932,8,1.070813146,9,1.121444724,9
E01008094,-0.114560243,8,1.170053901,10,1.021824778,10,1.476021376,10,1.583022228,10,1.24987232,9,1.669976884,10,2.104347635,10
E01008095,0.723373334,10,0.370972694,9,0.840362549,9,0.542513014,8,0.549891641,8,0.440053874,8,0.221631857,7,0.181490275,6
E01008096,0.795640143,10,1.600243839,10,1.604981652,10,2.990614662,10,2.871087536,10,2.540619065,10,2.42099773,10,2.299975685,10
E01008097,1.937161781,10,1.722316083,10,0.886941872,9,1.205820681,10,1.586550201,10,1.311036415,9,1.216325714,9,1.425631037,9
E01008098,0.678335412,9,0.69367986,9,1.331723384,10,1.286631175,10,1.42418348,10,0.709150993,8,0.543686328,8,0.966809188,8
E01008099,-0.052225001,8,-0.263480006,6,-0.100426169,7,0.289811532,8,0.59716054,8,1.05844884,9,0.512646015,8,1.071381987,9
E01008100,-0.155231283,7,1.138923885,10,0.72488627,9,0.74639439,9,0.764462235,9,0.953833256,9,1.248051131,9,0.932444241,8
E01008101,0.298918263,9,0.461839168,9,0.814155522,9,0.84421128,9,0.711273995,9,1.359496289,9,0.995282944,9,1.329002588,9
E01008102,0.732558851,10,0.720436979,9,1.55183463,10,1.445476652,10,1.20630178,9,2.120089718,10,1.871030482,10,1.235766247,9
E01008103,0.840206771,10,0.905928362,9,0.662617634,9,1.091279186,9,1.421120545,10,1.243791512,9,1.448738566,9,2.097310284,10
E01008104,-0.586324318,5,-0.654616671,4,-0.320422844,6,-0.534748357,4,-0.561845726,3,-0.176725005,5,-0.164082291,5,0.056537392,5
E01008105,-0.777297312,4,-1.034665992,2,-1.060384764,1,-1.093664179,1,-0.91228914,1,-0.869696757,1,-0.665167699,2,-0.457184723,2
E01008107,0.058564358,8,1.002029691,10,1.042819118,10,1.421540441,10,1.024748158,9,1.156958489,9,0.619857746,8,1.381498048,9
E01008108,-0.724101458,4,-0.687667387,4,-0.813960613,3,-0.76973051,2,-0.845802076,2,-0.664876306,2,-0.201829292,5,-0.237298621,4
E01008109,-0.498561873,6,-0.686247592,4,0.010001519,7,0.070884495,7,0.853876977,9,0.052201343,6,-0.534283568,3,-0.329687529,3
E01008111,0.15399351,8,-0.416841963,6,-0.189138234,6,-0.335266103,5,-0.063806517,6,0.094873902,6,0.312540988,7,0.480196161,7
E01008112,-0.668961616,5,-0.824147297,3,-0.416385903,5,-0.178340662,6,-0.364724352,5,-0.227488468,5,-0.096277762,5,-0.115979008,4
E01008113,-0.546942411,6,-0.736164107,3,-1.001197883,2,-0.734667635,3,-0.809952542,2,-0.424555276,4,-0.730847298,2,-0.498778154,2
E01008114,-0.183590513,7,-0.021481354,7,0.059973134,7,0.23372528,8,-0.05133877,6,0.427597413,8,0.03492135,6,0.659184243,7
E01008115,-0.033709504,8,0.10289311,8,0.834408809,9,1.168932758,9,1.668974335,10,1.656997798,10,1.129044732,9,0.485308142,7
E01008116,0.477850618,9,0.685622479,9,1.309584199,10,1.25894519,10,1.70409453,10,2.017167742,10,1.315715049,9,1.761304746,10
E01008117,0.396067924,9,1.086886315,10,1.963448313,10,1.481581441,10,1.856000651,10,1.132612713,9,0.737810989,8,1.47736988,9
E01008118,0.494481352,9,0.512745636,9,1.679688552,10,1.17465923,9,2.018269319,10,1.682974282,10,2.04839418,10,2.495285927,10
E01008119,1.480583524,10,1.288073647,10,1.027215938,10,2.400693845,10,1.969886407,10,2.19842201,10,2.1846119,10,1.919422567,10
E01008122,1.201828252,10,1.433847121,10,1.258441548,10,1.866623585,10,1.975587362,10,2.230657702,10,1.776380719,10,1.993299177,10
E01008123,0.280580009,9,1.067875313,10,1.460867736,10,1.183728975,10,1.383345914,10,1.169608812,9,1.23499073,9,1.26907444,9
E01008124,1.546689265,10,1.226881536,10,1.505114797,10,2.71901168,10,2.333137424,10,2.532655419,10,2.631673889,10,2.212067848,10
E01008125,0.065522835,8,0.396495818,9,0.281041982,8,0.224256397,7,0.60416629,8,0.792918329,8,0.706473482,8,1.128947684,9
E01008126,-1.019012425,2,-0.997601416,2,-0.750080791,3,-0.630798216,3,-0.537040199,3,-0.845388263,1,-0.39720063,3,-0.351456212,3
E01008128,-1.112412197,2,-1.004494077,2,-0.973257832,2,-0.846226179,2,-0.762103786,2,-0.398881584,4,-0.544031415,3,-0.444752288,2
E01008129,-0.787972351,4,-0.308752312,6,-0.496138233,5,-0.283290502,5,-0.210554222,5,-0.305178866,4,0.22393807,7,0.1893882,6
E01008130,-0.784297142,4,-0.654133681,4,-0.689986584,3,-0.706133414,3,-0.228833568,5,-0.500560027,3,0.093367234,6,0.175312781,6
E01008131,-0.66280815,5,-0.763287738,3,-0.465773046,5,-0.234290949,6,-0.567036039,3,-0.30596989,4,0.011993683,6,-0.344253778,3
E01008132,-1.193867746,1,-1.135499309,1,-0.942748604,2,-0.94137945,2,-0.852657272,2,-0.684781001,2,-0.713082261,2,-0.461632481,2
E01008133,-0.403514125,6,0.181311791,8,-0.070696752,7,0.038651162,7,0.02698038,6,0.343941496,7,0.941714675,9,0.98318969,8
E01008134,-0.478489805,6,-0.737383511,3,-0.395780034,5,0.163480273,7,0.153406493,7,-0.189406845,5,0.366510877,7,0.819681112,8
E01008135,-0.401218411,6,-0.044258356,7,-0.232921437,6,-0.093008809,6,0.479362343,8,0.585487839,8,0.880161225,9,0.497905126,7
E01008136,-0.655642231,5,-0.356336758,6,-0.511631829,5,-0.192033725,6,0.039157406,7,0.246729483,7,0.154751228,6,0.618894538,7
E01008137,-1.180365401,1,-0.835158525,3,-0.955725,2,-0.762966111,3,-0.69513443,3,-0.098721951,6,-0.307562525,4,-0.584740676,2
E01008138,0.489798765,9,0.403731198,9,1.106981036,10,1.084020432,9,1.278621542,9,2.026125855,10,2.104412468,10,2.933456712,10
E01008139,-0.458393973,6,-0.200011835,7,0.365025218,8,0.023963275,7,0.36677492,8,0.149820628,7,0.227290519,7,0.99277537,8
E01008140,-0.905946877,3,-0.594435626,4,-0.596431402,4,-0.353450511,5,-0.634091529,3,-0.428509643,4,0.22462549,7,0.107650799,5
E01008141,-0.422716482,6,-0.244095275,6,-0.201934988,6,-0.474807258,4,-0.10924086,6,0.162880982,7,0.155720709,6,0.453162794,7
E01008142,-0.24865958,7,0.084076949,8,-0.356841903,5,-0.371735824,5,-0.412398578,4,0.295174918,7,0.369340031,7,0.227523881,6
E01008143,-0.305794405,7,-0.36648233,6,-0.46655419,5,-0.076971213,6,-0.112120221,6,0.658090208,8,0.693053311,8,0.451653862,7
E01008144,-0.302904807,7,-0.147631,7,0.178363375,8,0.128494204,7,0.762422226,9,0.539780647,8,0.431015325,7,0.998457405,8
E01008145,0.341319817,9,0.615978087,9,0.952379618,9,0.927295253,9,0.962990082,9,1.469471502,10,1.395558534,9,1.479843097,9
E01008146,-0.890498084,3,-1.140085941,1,-1.225474851,1,-1.227699587,1,-0.871884181,2,-0.596964588,3,-1.020781107,1,-0.558860309,2
E01008147,-1.265633278,1,-0.953420958,2,-0.784108316,3,-0.668985333,3,-0.342999731,5,-0.63259673,3,-0.371128368,4,-0.310419884,3
E01008148,-0.425555876,6,-0.123615902,7,0.223128923,8,0.282528677,8,0.592097542,8,0.758508226,8,0.575798321,8,0.612887924,7
E01008149,-0.907187824,3,-1.008791305,2,-0.654827771,4,-0.479347799,4,-0.690510118,3,-0.570128238,3,-0.62357099,2,-0.398473413,3
E01008150,0.190440888,9,1.045432923,10,0.440552275,9,0.272246047,8,0.487231796,8,0.501274085,8,1.468356899,9,2.202793644,10
E01008151,-0.651241447,5,-0.87726192,2,-0.854535317,2,-0.704944579,3,-0.203448794,5,-0.553234919,3,0.003108612,6,0.075390495,5
E01008152,-0.367218966,7,-0.246075523,6,-0.213066937,6,0.050769152,7,-0.209022396,5,-0.078898389,6,-0.088910528,5,-0.009584061,5
E01008153,-0.427825715,6,-0.228964481,6,-0.201355694,6,-0.114711449,6,-0.328893637,5,-0.074478001,6,0.032627157,6,-0.359072905,3
E01008154,-0.621776463,5,-0.207842735,7,-0.203595817,6,-0.373265451,5,-0.228213076,5,-0.245030388,5,-0.206710384,5,-0.067122982,5
E01008155,-0.6264459,5,-0.176581333,7,0.033193512,7,0.030228952,7,0.546547901,8,-0.166961127,5,0.033667828,6,-0.107632118,4
E01008156,-0.9652695,3,-0.811844835,3,-0.74391679,3,-0.720042566,3,-0.777482371,2,-0.684855969,2,-0.690529591,2,-0.582137604,2
E01008157,1.495835916,10,1.618023091,10,1.885244118,10,2.446166301,10,2.603181675,10,2.304882225,10,2.407807612,10,2.871314279,10
E01008158,-0.577895333,5,-0.138073193,7,0.228986368,8,0.357344501,8,0.667211642,8,0.417704845,8,0.74598046,8,0.769190354,8
E01008159,-0.881712621,3,-1.019650321,2,-0.367861386,5,-0.663773092,3,0.24618789,7,-0.235717285,5,-0.644801438,2,-0.291739515,3
E01008160,-0.70229653,5,-0.733223175,4,-0.282710277,6,-0.384709453,5,0.001669987,6,0.126897123,7,0.200911311,6,0.629745589,7
E01008161,-0.552424952,6,-0.113500204,7,0.118439044,8,-0.107950234,6,0.397031019,8,0.09366586,6,-0.109999745,5,-0.03098465,5
E01008162,0.385835824,9,0.139069005,8,0.063179683,7,0.261591035,8,0.502276828,8,0.528232503,8,1.231044906,9,1.471899891,9
E01008163,0.864571207,10,1.340868699,10,0.804730537,9,1.367250143,10,1.071161929,9,1.018656278,9,0.785906562,8,1.151531196,9
E01008164,3.146936231,10,4.060241519,10,4.707451582,10,4.674754752,10,4.280114711,10,3.819318901,10,4.744659781,10,5.110966417,10
E01008165,2.284245801,10,1.518723219,10,1.440668049,10,1.272964427,10,1.331550635,10,0.904656625,9,2.107951198,10,1.659666091,9
E01008166,2.077017704,10,1.988601062,10,2.81361352,10,2.965743524,10,2.3358941,10,1.415238116,10,1.145820821,9,0.359886211,6
E01008167,0.45441325,9,0.693507842,9,0.876723239,9,0.965718724,9,1.763266432,10,2.583946233,10,1.840827694,10,1.985360159,10
E01008168,0.955014766,10,0.689444615,9,1.127300005,10,0.971724125,9,1.338890336,10,1.78043072,10,1.803593119,10,1.259764673,9
E01008169,0.564035911,9,0.979242612,10,0.458484121,9,0.072160062,7,0.64058722,8,0.31681455,7,0.951861831,9,1.124065343,9
E01008170,1.629813669,10,1.77384743,10,1.615292946,10,1.808295093,10,2.006056386,10,2.156153312,10,2.666001456,10,3.326312263,10
E01008171,0.005573685,8,0.266014007,8,0.543953188,9,0.279180717,8,0.122153431,7,0.252486689,7,0.041338927,6,0.157579408,6
E01008172,-0.027278431,8,0.086724829,8,0.225678733,8,-0.256577676,6,0.286964159,7,0.510436655,8,1.134111149,9,1.143171314,9
E01008173,1.101057903,10,1.309492621,10,1.388220396,10,1.649837446,10,1.613275867,10,1.792586776,10,2.639610262,10,2.726125373,10
E01008174,0.324384501,9,0.232819431,8,0.721696176,9,0.503070193,8,0.853574826,9,1.078681503,9,1.694748198,10,1.630831758,9
E01008175,1.228500037,10,2.995167471,10,2.649439701,10,4.515475795,10,2.803466105,10,3.084285827,10,3.502067783,10,3.722783766,10
E01008176,-0.586051033,5,-0.2785023,6,-0.294623895,6,0.036095025,7,-0.244688602,5,0.008937988,6,-0.233337447,4,0.204403463,6
E01008177,0.388612369,9,0.922392691,10,1.333998861,10,2.204935575,10,1.636320055,10,1.781319519,10,0.74398607,8,2.094839261,10
E01008178,-0.235618624,7,-0.111761346,7,-0.57926745,4,-0.060490431,6,-0.214489427,5,-0.700712543,2,-0.30716884,4,-0.307791061,3
E01008179,-0.785719504,4,-0.631578331,4,-0.237293635,6,-0.170147627,6,-0.122324678,6,-0.615123946,3,0.233342838,7,0.069288074,5
E01008180,0.686860409,9,0.542581723,9,1.012033793,10,0.947022403,9,1.573894282,10,2.813462952,10,2.471208021,10,1.456131348,9
E01008181,-0.487300759,6,-0.267315726,6,-0.471361567,5,-0.463835032,4,-0.164057288,6,-0.431049393,4,-0.0241992,5,0.064603435,5
E01008182,0.060975425,8,-0.081202063,7,0.056357721,7,0.117222485,7,0.675879583,8,0.610083864,8,0.587956127,8,0.838853212,8
E01008183,0.148326859,8,0.719856851,9,0.583794635,9,0.758946536,9,1.816456379,10,1.205799825,9,0.988620051,9,1.374688401,9
E01008184,-0.504764916,6,-0.441776278,5,-0.733267941,3,-0.590802733,4,-0.458366884,4,-0.267267456,5,0.00801645,6,0.6400712,7
E01008185,0.661158686,9,0.932892019,10,0.623985057,9,0.470627986,8,1.066283672,9,0.925480749,9,0.847814685,8,1.283274926,9
E01008186,0.577338628,9,0.485353416,9,0.940201351,9,1.333912697,10,1.257844225,9,2.036356723,10,1.318705758,9,2.312550164,10
E01008187,0.264381264,9,0.237702959,8,0.212607024,8,0.661674827,9,0.38637437,8,0.809857126,9,0.534693827,8,0.686684556,8
E01008188,-0.530653019,6,-0.47464661,5,-0.644442217,4,-0.487621552,4,-0.415836203,4,-0.126443579,5,0.376503145,7,0.106054826,5
E01008189,1.853793483,10,2.094913495,10,1.598097368,10,2.696840105,10,3.190773645,10,2.581166137,10,3.259577935,10,4.248068843,10
E01008190,0.015699337,8,0.335920696,8,0.133598488,8,1.471829179,10,0.478951765,8,1.117407586,9,1.505166502,10,1.557555911,9
E01008191,1.539415675,10,1.530846963,10,1.755853421,10,2.208210083,10,2.394194617,10,3.697349464,10,2.791538708,10,3.424103153,10
E01008192,1.704083667,10,1.445257074,10,1.421022529,10,0.585205708,8,0.967811002,9,1.718545319,10,1.866012446,10,1.894028404,10
E01008193,1.501149299,10,1.823201711,10,2.574757335,10,3.249122656,10,2.020737434,10,1.42366023,10,1.892288578,10,1.654999553,9
E01008194,-0.616773161,5,-0.539565964,5,-0.52504214,5,-0.628245459,3,-0.287332591,5,-0.14718448,5,0.30203272,7,-0.119061356,4
E01008195,-0.532523516,6,-0.619570655,4,-0.525035993,5,-0.45351397,4,-0.108121936,6,-0.302698185,4,-0.071104648,5,0.072567819,5
E01008196,-0.155492164,7,0.161327318,8,0.30934623,8,0.902182024,9,0.756845298,9,0.814190186,9,0.767897603,8,1.120226164,9
E01008197,-0.134968136,8,-0.347496262,6,-0.584202332,4,-0.693021963,3,-0.244614963,5,-0.10764351,5,0.391371503,7,0.457900731,7
E01008198,0.660578363,9,1.065281353,10,0.548166792,9,0.971948212,9,0.74066849,9,1.012560031,9,1.557397759,10,1.702835466,9
E01008199,-0.202078151,7,0.913036278,10,0.094747996,7,-0.211954537,6,0.27079579,7,0.461006496,8,0.762504279,8,1.615058728,9
E01008200,-0.943138223,3,-0.862748838,3,-0.896722376,2,-0.7906704,2,-0.896476497,1,-0.459284562,4,-0.755109719,2,-0.136929738,4
E01008201,1.386648443,10,1.645847337,10,1.927449343,10,2.171237757,10,2.250456082,10,2.216384973,10,1.954141259,10,3.36322689,10
E01008202,0.076116107,8,0.145081963,8,0.353585401,8,0.593492186,9,1.272218208,9,0.906093843,9,1.27903166,9,0.75963565,8
E01008203,1.021088333,10,0.852402553,9,1.632436668,10,1.723209309,10,1.790134038,10,1.868818133,10,2.7554873,10,3.954111159,10
E01008204,2.187390785,10,1.62502193,10,2.926318728,10,2.47171352,10,2.011318814,10,2.798588548,10,2.812339096,10,3.363286107,10
E01008205,-0.082362456,8,0.019263469,8,0.54871249,9,1.198273845,10,1.23398741,9,1.147185583,9,1.750470582,10,2.246421686,10
E01008206,-0.207971053,7,0.081411999,8,0.36375129,8,0.616776883,9,0.426061112,8,0.118864102,7,0.417120188,7,0.704607839,8
E01008207,-0.69563198,5,-0.572892301,5,-0.369746713,5,-0.628241284,3,-0.273121978,5,0.035874887,6,0.296922689,7,0.689257961,8
E01008208,0.117489727,8,0.424041429,9,0.409363324,8,0.279692988,8,0.925576653,9,1.106427156,9,0.944353384,9,1.106575121,9
E01008209,0.339322833,9,0.331257758,8,0.267038318,8,0.579665467,8,0.922045631,9,0.648945518,8,0.829727899,8,0.732564846,8
E01008210,0.920715698,10,1.224241949,10,1.250512064,10,0.804327364,9,1.426346527,10,1.396199029,9,2.017634292,10,2.4195827,10
E01008211,0.137426947,8,-0.032241171,7,0.137417473,8,0.229574115,8,0.822722825,9,0.611499183,8,0.247091265,7,0.40583171,7
E01008212,1.396091691,10,2.110066107,10,2.111860506,10,2.816152574,10,3.044461332,10,3.176847097,10,3.387065903,10,3.991717534,10
E01008213,0.109759179,8,0.056567585,8,-0.002643139,7,0.781387144,9,0.144582239,7,0.485102099,8,0.798614503,8,0.772099011,8
E01008214,2.271075949,10,1.655736007,10,2.58282523,10,2.347332814,10,1.955884372,10,2.430874238,10,2.880117368,10,4.114850418,10
E01008215,1.973747692,10,2.345339133,10,2.997331457,10,3.237046845,10,2.59646268,10,2.311607873,10,3.353565725,10,2.957030516,10
E01008216,1.349300445,10,1.490499641,10,1.730898948,10,1.951790345,10,1.290471058,9,2.21674119,10,2.63121535,10,2.834813896,10
E01008217,0.666616045,9,0.802590448,9,0.971017136,9,0.931839368,9,1.024262146,9,1.359619617,9,1.061685953,9,2.832695416,10
E01008218,2.396768542,10,2.798594874,10,3.582316686,10,2.983466699,10,3.926639972,10,3.724548517,10,4.030214014,10,4.508050604,10
E01008219,1.501074141,10,1.455912223,10,2.043494739,10,2.345075654,10,2.347094482,10,2.279730688,10,1.915965585,10,2.697103972,10
E01008220,2.739068162,10,3.320310761,10,3.912517917,10,3.834904803,10,3.891743364,10,4.432090599,10,4.003647158,10,4.081965146,10
E01008221,1.087903657,10,1.447061468,10,1.431252528,10,0.994541056,9,1.532511873,10,1.782100891,10,2.417370866,10,3.21305362,10
E01008222,0.106740659,8,0.171229017,8,0.073277707,7,0.501443099,8,0.443831975,8,0.832862803,9,0.678740705,8,1.276803829,9
E01008223,1.530791844,10,1.763575488,10,1.40198797,10,1.785339051,10,2.182338308,10,1.77522499,10,1.817598802,10,2.039641306,10
E01008224,0.136523594,8,0.111665755,8,-0.166364693,6,0.245372825,8,0.439622265,8,0.466930652,8,0.805709621,8,1.120137518,9
E01008225,0.339703973,9,0.423944775,9,0.120423101,8,0.384658796,8,0.234649396,7,0.806761051,9,0.945550269,9,1.530356629,9
E01008226,0.179434817,8,0.569248429,9,0.27976062,8,1.017591918,9,0.86045614,9,0.867466948,9,1.378512758,9,1.261147142,9
E01008227,2.11124653,10,2.295654991,10,1.839590662,10,1.804896507,10,2.646720126,10,3.032611363,10,3.886327297,10,4.575240279,10
E01008228,0.927908458,10,0.719690537,9,1.425392957,10,0.981927413,9,1.919448353,10,1.867656173,10,2.448688467,10,1.912028398,10
E01008229,0.21792251,9,-0.111661636,7,0.500775215,9,0.712285505,9,0.727253455,9,0.94995735,9,1.524570892,10,1.606092284,9
E01008230,1.116266662,10,1.134924065,10,0.481573998,9,0.872839983,9,1.504224287,10,1.789871696,10,2.048801657,10,1.932207774,10
E01008231,0.453835256,9,1.018577088,10,1.326210897,10,1.10057921,9,0.743864311,9,2.050736147,10,1.462742234,9,2.747737514,10
