lsoa11,samhi_index.2011,samhi_dec.2011,samhi_index.2012,samhi_dec.2012,samhi_index.2013,samhi_dec.2013,samhi_index.2014,samhi_dec.2014,samhi_index.2015,samhi_dec.2015,samhi_index.2016,samhi_dec.2016,samhi_index.2017,samhi_dec.2017,samhi_index.2018,samhi_dec.2018
E01020433,-1.044032349,2,-0.879838504,2,-0.910827959,2,-0.775638127,2,-0.593837245,3,-0.662639416,2,-0.820333676,1,-0.647116641,2
E01020434,-0.485179726,6,-0.415121792,6,-0.257140008,6,-0.193677003,6,-0.160316536,6,0.03707257,6,0.277301143,7,0.249116753,6
E01020435,-0.643575825,5,-0.499520517,5,-0.649882469,4,-0.524883398,4,-0.57665642,3,-0.438967209,4,-0.363981151,4,-0.038448815,5
E01020436,-0.772286647,4,-0.874180781,3,-0.874154811,2,-0.855364636,2,-0.558805313,3,-0.655360393,2,-0.558431909,3,-0.503239732,2
E01020437,-0.84717078,3,-0.523370526,5,-0.49056941,5,-0.275520277,5,0.17022229,7,-0.3400225,4,-0.091486074,5,-0.124289546,4
E01020438,0.552721554,9,0.384241413,9,1.03662577,10,0.988358325,9,0.836846806,9,1.531300005,10,0.722340447,8,0.801403404,8
E01020439,-0.273222848,7,0.245151541,8,0.414664777,8,0.501825414,8,0.261410923,7,0.510017037,8,0.379371462,7,0.449028219,7
E01020440,-0.992770244,2,-0.768695723,3,-0.955295536,2,-0.51831311,4,-0.618587462,3,-0.632958689,3,-0.481106489,3,-0.482622824,2
E01020441,-0.558363656,5,-0.39940662,6,-0.454973309,5,-0.467655924,4,-0.498621821,4,-0.355123234,4,-0.577772125,2,-0.407878918,3
E01020442,-1.01656992,2,-1.004500063,2,-0.735240571,3,-0.441529018,4,-0.585196651,3,-0.498359302,3,-0.788130312,1,-0.713573203,1
E01020443,-0.156286801,7,0.171298227,8,0.148433834,8,0.553561478,8,0.687605633,8,0.196609104,7,0.335633442,7,0.609879299,7
E01020444,-0.843352267,3,-0.235966866,6,-0.293308467,6,-0.26513056,5,0.154353765,7,-0.185977309,5,-0.139926113,5,-0.331384611,3
E01020445,-1.120045713,2,-1.123174256,1,-0.648314808,4,-0.734525296,3,-0.754739361,2,-0.481652245,3,-0.904201465,1,-0.883073264,1
E01020446,-0.940240875,3,-0.572136104,5,-0.699975447,3,-0.127228899,6,-0.105863839,6,-0.110451599,5,-0.384685183,4,-0.37076781,3
E01020447,-0.841203868,3,-0.497107899,5,-0.316714542,6,0.04509177,7,0.596682856,8,0.661703763,8,-0.12225715,5,-0.0334498,5
E01020448,-0.810874498,4,-0.681224075,4,-0.824639093,3,-0.749861901,3,-0.764934001,2,-0.718945013,2,-0.772111734,1,-0.635975076,2
E01020449,-0.625888259,5,-0.709553075,4,-0.572006093,4,-0.478565983,4,-0.389092453,4,-0.490259912,3,-0.427152459,3,-0.558999074,2
E01020450,-1.242882238,1,-0.857143202,3,-0.899221154,2,-0.678160348,3,-0.826158767,2,-0.542661812,3,-0.823609451,1,-0.607602328,2
E01020452,-0.730463054,4,-0.765954019,3,-0.214109076,6,-0.447987446,4,-0.479837514,4,-0.304616784,4,-0.388482644,4,-0.147467329,4
E01020453,-1.027086857,2,-0.774401194,3,-0.484888753,5,-0.641953159,3,-0.260768612,5,-0.651525997,2,-0.150703067,5,-0.733034149,1
E01020454,-0.160271971,7,-0.055882967,7,0.507337018,9,0.527813988,8,0.776144208,9,0.930685452,9,0.623169525,8,0.818583312,8
E01020455,-0.90031039,3,-0.701078203,4,-0.277424001,6,-0.203062852,6,-0.38397889,4,-0.288342623,5,-0.518729754,3,-0.535815447,2
E01020456,-0.73274721,4,-0.614997102,4,0.099561522,8,0.145201081,7,0.166942824,7,-0.132788239,5,-0.205331465,5,0.059178377,5
E01020457,-1.115012102,2,-0.664601215,4,-0.852920594,2,-0.517676617,4,-0.456487039,4,-0.424495949,4,-0.826602692,1,-0.648088846,2
E01020458,-1.0935548,2,-0.777992276,3,-0.776143669,3,-1.001059004,1,-0.5663897,3,-0.754137653,2,-0.71186404,2,-0.654463403,1
E01020459,-0.30874775,7,-0.119615557,7,-0.225934443,6,0.12092304,7,0.058812194,7,0.084707902,6,-0.005603131,6,0.442977501,7
E01020460,-0.717353558,4,-0.506877053,5,0.248238891,8,0.209807027,7,0.433115212,8,-0.074611823,6,-0.30477889,4,-0.421083758,3
E01020462,-1.250675284,1,-0.929899855,2,-0.41237989,5,-0.525046593,4,-0.527318582,4,-0.727200623,2,-0.642316439,2,-0.554869324,2
E01020463,-1.144996924,1,-0.972433238,2,-0.671119401,4,-0.741639312,3,-0.633294556,3,-0.621625977,3,-0.722726182,2,-0.715613915,1
E01020464,-0.43285027,6,-0.404555513,6,-0.666810982,4,-0.295303804,5,0.051001868,7,0.027336332,6,-0.122559447,5,-0.461913736,2
E01020465,-0.509322286,6,-0.332974708,6,-0.692217887,3,0.061283824,7,-0.608185801,3,-0.519734364,3,-0.299454631,4,-0.709528674,1
E01020466,-0.701874486,5,-0.587608929,4,-0.65873606,4,-0.868908564,2,-0.532144931,4,-0.423077926,4,-0.542879281,3,-0.524940023,2
E01020467,-1.023716461,2,-0.777078796,3,-0.916460998,2,-0.679382055,3,-0.661132066,3,-0.62322462,3,-0.816718851,1,-0.658850436,1
E01020468,-0.491875201,6,-0.608566029,4,-0.68575743,3,-0.370996815,5,-0.140531178,6,-0.642723686,2,0.008209935,6,0.47026062,7
E01020469,-0.340269318,7,-0.027179549,7,-0.545979635,4,-0.349439974,5,-0.55440298,3,-0.14430756,5,0.299458083,7,0.521436461,7
E01020470,-1.092367174,2,-1.047121948,1,-0.925721082,2,-0.78326213,2,-0.854359974,2,-0.549703813,3,-0.523221684,3,-0.325797216,3
E01020471,-0.608925222,5,-0.324063167,6,-0.281845186,6,-0.183106084,6,0.132073165,7,0.025472824,6,-0.37446648,4,0.44042126,7
E01020472,-0.470519543,6,-0.050098162,7,-0.379931235,5,-0.182512579,6,0.26884677,7,0.467720264,8,0.766807709,8,1.509360799,9
E01020473,-0.775365392,4,-0.522965014,5,-0.508159773,5,-0.189154144,6,-0.625046357,3,-0.259444175,5,-0.117128352,5,-0.267412644,3
E01020474,-0.825729538,4,-0.604466043,4,-0.820397823,3,-0.79777713,2,-0.832808728,2,-0.627152143,3,-0.20657091,5,-0.437491041,3
E01020475,-0.887008729,3,-0.530810128,5,-0.429891756,5,-0.362039357,5,-0.350500669,5,-0.275898349,5,-0.258226262,4,-0.118408355,4
E01020476,-0.664683077,5,-0.821818364,3,-0.376912609,5,-0.156323674,6,-0.66648903,3,-0.18276834,5,0.127996599,6,0.098705784,5
E01020477,-0.700741921,5,-0.434819634,5,-0.44282502,5,-0.348011982,5,-0.085251431,6,-0.57638959,3,-0.282051292,4,-0.081696301,4
E01020478,0.170933981,8,0.268564013,8,-0.251599902,6,0.029272045,7,0.83576777,9,0.228798504,7,0.592306266,8,0.020029604,5
E01020479,-0.267679583,7,0.169737689,8,-0.017181615,7,0.50730185,8,0.01613157,6,-0.229097981,5,0.67416544,8,0.879015236,8
E01020480,-0.608558945,5,-0.55762916,5,0.11932877,8,0.175368034,7,0.908808988,9,0.975389711,9,1.245994683,9,1.547902397,9
E01020481,-0.402011304,6,0.159131957,8,-0.399571089,5,-0.598357149,4,0.238335057,7,0.191590294,7,0.244317537,7,0.826772116,8
E01020482,-0.511753641,6,-0.030469742,7,-0.192022467,6,0.069975057,7,0.105596063,7,0.118299527,7,0.151506905,6,0.565948942,7
E01020483,-0.533496042,6,-0.019614415,7,-0.45303232,5,0.039264469,7,-0.490371011,4,0.611410879,8,0.147350671,6,0.022086454,5
E01020484,-0.133815172,8,0.401665077,9,0.345683218,8,-0.284684925,5,-0.119502423,6,0.071637712,6,0.22626484,7,0.436263143,7
E01020485,0.070878579,8,0.516979814,9,0.860794447,9,0.677853866,9,1.019398754,9,0.764111164,8,1.245566362,9,0.503290291,7
E01020486,-0.348676841,7,-0.533074809,5,-0.570309578,4,-0.081202202,6,-0.427454019,4,0.185937361,7,0.060255775,6,0.130530304,6
E01020487,-0.765975991,4,-1.031121817,2,-1.012569874,1,-0.907565208,2,-0.592612313,3,-0.983461367,1,-0.826869932,1,-0.539105256,2
E01020488,-0.275534401,7,0.002558152,7,-0.347329149,6,-0.272002768,5,-0.365841838,5,-0.341059171,4,-0.185009174,5,-0.299579061,3
E01020489,-0.273056411,7,-0.168257815,7,-0.09569737,7,-0.509156165,4,-0.648397968,3,-0.507513226,3,-0.869176332,1,-0.839862628,1
E01020490,-0.722669263,4,-0.523813199,5,-0.48788967,5,-0.735633829,3,-0.34888209,5,-0.53725621,3,-0.710399156,2,-0.462061004,2
E01020491,-0.138918454,8,-0.400142457,6,-0.036638901,7,-0.429557301,5,-0.545201477,3,-0.296159941,4,-0.175745095,5,-0.297535491,3
E01020492,0.210628766,9,-0.310956976,6,-0.483724292,5,0.033664,7,0.167534926,7,0.213588329,7,0.163632499,6,-0.121579834,4
E01020493,-0.308893971,7,-0.514374706,5,-0.443458328,5,-0.138974839,6,-0.301435321,5,-0.390104224,4,-0.37198222,4,-0.344487854,3
E01020494,-0.809548071,4,-0.927850375,2,-0.777900665,3,-0.818208956,2,-0.626825294,3,-0.303337777,4,-0.326924511,4,-0.108460123,4
E01020495,-0.414761197,6,-0.204442336,7,-0.374665538,5,-0.581947654,4,-0.642965899,3,-0.127209147,5,0.118796503,6,0.012738429,5
E01020496,-0.132415796,8,0.038254387,8,-0.017723865,7,-0.056961004,6,-0.051784847,6,0.451602315,8,0.551328202,8,0.686282049,8
E01020497,-0.898097908,3,-0.652856465,4,-0.948713865,2,-1.089675395,1,-0.876272138,2,-0.939051986,1,-0.703899438,2,-0.296692713,3
E01020498,-0.481904545,6,-0.171510384,7,-0.372192737,5,-0.209053764,6,-0.352499124,5,-0.14268834,5,0.068324728,6,0.057340138,5
E01020499,0.796658681,10,0.457326351,9,1.215057801,10,1.488273289,10,0.618748644,8,0.948328756,9,1.156885243,9,0.754301996,8
E01020500,-0.482799075,6,-0.335897071,6,0.230460673,8,-0.295452353,5,0.594422274,8,0.310129383,7,0.685719926,8,0.68756191,8
E01020501,-0.701233897,5,-0.167959275,7,0.063323239,7,-0.425715714,5,-0.224284588,5,0.10397801,6,-0.12664146,5,0.02629845,5
E01020502,0.403780742,9,0.481138216,9,0.407950526,8,0.719858229,9,1.115137213,9,1.650164182,10,1.508638456,10,1.623248303,9
E01020503,0.559567956,9,0.829879584,9,0.784566642,9,0.732246888,9,2.223580818,10,1.227812429,9,0.905462738,9,1.006687176,8
E01020504,-0.622825308,5,-0.297282169,6,-0.325749685,6,-0.41038631,5,-0.170057409,6,-0.189109742,5,-0.119892311,5,-0.013357585,5
E01020505,-0.616558765,5,-0.832023942,3,-0.929463305,2,-0.555168225,4,-0.401432158,4,-0.493182222,3,-0.468287707,3,-0.55256834,2
E01020506,-0.712368034,4,-0.474757237,5,-0.606138353,4,-0.262178637,5,-0.085576318,6,0.026116281,6,-0.108643406,5,0.101116455,5
E01020507,-0.764861847,4,-0.534020349,5,-0.730028749,3,-0.941061173,2,-0.762919934,2,-0.242771069,5,-0.236743325,4,-0.24534746,4
E01020508,-0.791308532,4,-0.864476838,3,-0.973913608,2,-0.725205713,3,-0.711974965,2,-0.706989343,2,-0.77892784,1,-0.342196727,3
E01020509,-0.931854938,3,-0.920499417,2,-0.605839961,4,-0.632078989,3,-0.889506091,1,-0.58051867,3,-0.325875479,4,-0.453762805,2
E01020510,0.28569468,9,0.010641048,7,0.311650736,8,0.319851951,8,0.486678935,8,0.666300364,8,0.465349743,7,0.381750065,7
E01020511,-0.830215683,4,-0.568610205,5,-0.78684446,3,-0.632460746,3,0.001602315,6,-0.349878305,4,-0.420536605,3,-0.48229513,2
E01020512,-0.365141819,7,-0.486247143,5,-0.895203024,2,-0.743303638,3,-0.236033509,5,-0.088356263,6,-0.338369266,4,-0.536718079,2
E01020513,-0.243987485,7,-0.376704134,6,-0.344382254,6,-0.207333707,6,-0.181652178,6,0.127866532,7,-0.219388031,4,0.01497852,5
E01020514,-0.421049543,6,-0.583038235,5,-0.399167793,5,-0.340650359,5,-0.345840731,5,0.090751328,6,0.036905222,6,0.005947234,5
E01020515,-0.262955313,7,-0.356449512,6,-0.28082725,6,-0.143452671,6,0.250513812,7,0.487775138,8,0.021009391,6,0.730243908,8
E01020516,-0.424712597,6,-0.445493214,5,0.085302242,7,-0.12826175,6,0.595097273,8,0.38876702,7,0.064401056,6,-0.139033376,4
E01020517,-0.380454239,6,-0.280905131,6,-0.238860416,6,-0.420011798,5,-0.3722522,4,-0.130561603,5,-0.005866209,6,0.059329554,5
E01020518,-0.304352146,7,0.207548272,8,0.777930961,9,0.785710325,9,1.332776207,10,1.367330365,9,0.698068856,8,1.506596447,9
E01020519,-0.47775101,6,-0.388504151,6,-0.57088212,4,-0.527027072,4,-0.352658459,5,-0.335787168,4,0.086368281,6,-0.179477598,4
E01020520,-0.533397088,6,-0.163935628,7,-0.666907563,4,-0.316836177,5,-0.31615949,5,-0.381449959,4,-0.284930784,4,0.067049122,5
E01020523,-0.537818166,6,-0.85572383,3,-0.489948703,5,-0.275698084,5,-0.388075138,4,-0.284660491,5,-0.723346633,2,-0.536357545,2
E01020524,-0.702689925,5,-0.57800888,5,-0.830639547,3,-0.764530422,2,-0.44746443,4,-0.265139218,5,-0.362271542,4,-0.232663266,4
E01020525,-1.097217452,2,-1.060141444,1,-0.844900314,2,-0.867940776,2,-0.848401417,2,-0.55330268,3,-0.710834278,2,-0.676563814,1
E01020526,-0.32891454,7,0.099177197,8,-0.036178676,7,-0.164146508,6,0.132804355,7,0.545937829,8,0.655885227,8,0.397891111,7
E01020527,1.253617375,10,0.53217002,9,0.404648018,8,0.714456292,9,1.061315647,9,1.451902736,10,1.40270076,9,0.923726705,8
E01020528,-0.326054628,7,0.015522899,7,-0.158916205,6,0.415808858,8,0.131618158,7,0.389268676,7,0.517747714,8,0.294360373,6
E01020529,-0.818244149,4,-0.690088948,4,-0.47477793,5,-0.296084612,5,-0.438932942,4,-0.100819719,6,-0.013587017,6,-0.448146365,2
E01020530,-1.04798727,2,-0.876393213,3,-0.802922141,3,-0.70847856,3,-0.775967019,2,-0.667229355,2,-0.704263116,2,-0.399363332,3
E01020531,-0.973668132,2,-0.720842078,4,-0.945238884,2,-0.698072667,3,-0.590174845,3,-0.477825893,3,-0.478976837,3,-0.394391592,3
E01020532,-0.882509443,3,-0.631406942,4,-0.655468553,4,-0.739293505,3,-0.634366686,3,-0.207500518,5,-0.46803885,3,-0.231763722,4
E01020533,-0.515705799,6,-0.248137673,6,-0.314613649,6,-0.300839088,5,-0.019989558,6,0.31903655,7,0.157478654,6,0.472575593,7
E01020534,-0.785547062,4,-0.538471031,5,-0.566680789,4,-0.643821335,3,-0.579827153,3,-0.438735794,4,-0.431330311,3,-0.674000894,1
E01020535,-1.108360638,2,-1.070337979,1,-0.920687511,2,-0.886682751,2,-0.610695225,3,-0.425381515,4,-0.644414786,2,-0.559331001,2
E01020536,-0.661618581,5,-0.736018836,3,-0.501005158,5,-0.488982908,4,-0.524850417,4,-0.386993752,4,-0.263722202,4,-0.353762852,3
E01020537,-0.534474758,6,-0.601462478,4,-0.873858904,2,-0.580719472,4,-0.634465503,3,-0.475748863,3,-0.661768664,2,-0.309401233,3
E01020538,-0.590366096,5,-0.572754358,5,-0.572757103,4,-0.508141657,4,-0.449114629,4,-0.253146342,5,-0.436131469,3,0.070394152,5
E01020539,-0.750668115,4,-0.587867287,4,-0.706744466,3,-1.011944191,1,-0.977559324,1,-1.011795426,1,-0.650158727,2,-0.774733896,1
E01020540,-1.235606376,1,-1.011294545,2,-1.079739433,1,-0.750798651,3,-1.095977501,1,-0.900623829,1,-0.883030281,1,-0.669258993,1
E01020541,-1.015243369,2,-0.691817976,4,-0.589944078,4,-0.52715937,4,-0.738110254,2,-0.528903736,3,-0.57295145,2,-0.324262899,3
E01020542,-0.775824306,4,-0.232116966,6,-0.170269975,6,0.204312036,7,-0.33468163,5,0.036280969,6,-0.025080174,5,0.14281096,6
E01020543,-0.125466243,8,-0.079703541,7,-0.013536543,7,0.663730057,9,1.298897044,9,0.737091237,8,0.66577252,8,0.463940499,7
E01020544,-0.556052691,5,-0.539949787,5,-0.615091994,4,-0.362427536,5,-0.140218295,6,-0.306329069,4,0.113744765,6,0.207854208,6
E01020546,-1.068665989,2,-0.636105895,4,-0.570482619,4,-0.452624457,4,-0.220392761,5,-0.297578143,4,-0.283115737,4,-0.119571651,4
E01020547,-0.531069728,6,-0.576562628,5,-0.502626268,5,-0.345638503,5,0.467754778,8,0.39561473,7,0.536355306,8,0.512847607,7
E01020549,-0.603701816,5,-0.043278811,7,-0.401729534,5,-0.572934218,4,-0.311032845,5,-0.079434664,6,-0.031162815,5,-0.196644478,4
E01020550,-1.012984376,2,-0.572096868,5,-0.736096193,3,-0.358189453,5,-0.575119362,3,-0.456283792,4,-0.443530458,3,-0.352173541,3
E01020551,-0.06172146,8,0.776800455,9,0.294278235,8,0.439397886,8,0.484894372,8,1.304655166,9,0.907455335,9,0.835725012,8
E01020552,1.764805017,10,1.709511379,10,1.678492318,10,1.484883733,10,2.080055474,10,2.029660268,10,1.581526939,10,2.174481807,10
E01020553,1.37237415,10,1.21358378,10,1.532314917,10,1.414473361,10,1.995562554,10,2.197079448,10,2.219285928,10,1.996130931,10
E01020554,2.00932306,10,2.356401409,10,2.493411542,10,2.288433607,10,3.329514679,10,3.242550656,10,2.932589471,10,2.21615196,10
E01020555,2.701290049,10,1.993388909,10,2.019615616,10,2.248165393,10,2.755512714,10,3.857378352,10,3.356843708,10,2.533950459,10
E01020556,1.46462943,10,1.739069303,10,1.319162633,10,1.632789498,10,2.594341247,10,2.372444249,10,2.543379518,10,2.202310249,10
E01020557,-0.346739769,7,-0.17740473,7,-0.294551278,6,-0.037276544,7,-0.034569526,6,0.209279254,7,0.258806911,7,0.238215436,6
E01020558,-0.650008544,5,-0.522965899,5,-0.461216478,5,-0.337858628,5,-0.150634105,6,-0.030470365,6,0.019274525,6,-0.064572466,5
E01020559,-0.687367623,5,-0.610219488,4,-0.658245998,4,-0.526605785,4,-0.630946943,3,-0.097735999,6,-0.31799664,4,-0.063067191,5
E01020560,-0.792317713,4,-0.404836224,6,-0.3894442,5,-0.688474108,3,-0.630547201,3,-0.162300108,5,-0.268901594,4,-0.261826874,4
E01020561,0.64060167,9,1.289896249,10,1.032333993,10,0.944832073,9,0.799439004,9,1.102489734,9,1.426383712,9,1.176700449,9
E01020562,-0.395673944,6,0.135252169,8,-0.22556467,6,0.361776625,8,0.127731477,7,0.092390268,6,-0.001534937,6,0.04648698,5
E01020563,-0.333742291,7,-0.110106182,7,0.465114678,9,0.304286363,8,0.784441899,9,1.077143754,9,0.69645966,8,0.466248227,7
E01020564,0.088491329,8,-0.23816428,6,-0.247172918,6,0.325114753,8,0.169420067,7,0.145003585,7,0.400626522,7,0.542058167,7
E01020565,-0.304362743,7,-0.167887197,7,-0.280297056,6,0.181662307,7,-0.057761127,6,0.618869336,8,0.276294157,7,0.766202806,8
E01020566,-0.560761075,5,-0.651004026,4,-0.71634733,3,-0.430807579,5,-0.092165198,6,-0.000389881,6,-0.340723574,4,-0.001848297,5
E01020569,1.575042517,10,1.378620252,10,1.36702827,10,1.561131859,10,1.315860529,10,1.963143884,10,1.895063328,10,1.824120707,10
E01020570,-0.457786262,6,-0.582179279,5,-0.648276967,4,-0.599788022,4,-0.156158909,6,0.013112583,6,-0.216761719,5,-0.434776675,3
E01020571,0.195835892,9,0.24336331,8,0.271560715,8,0.324713754,8,0.715378205,9,0.94210824,9,0.928362473,9,0.904561949,8
E01020572,0.210967559,9,0.491191175,9,0.209505673,8,0.382244911,8,0.46009733,8,0.514144504,8,0.619026275,8,0.684767716,8
E01020573,0.955705499,10,1.107799775,10,1.58380492,10,1.745697899,10,1.563242427,10,1.558996983,10,1.1748429,9,0.67334494,8
E01020574,0.432404229,9,0.336147913,8,-0.114802108,7,0.332167506,8,0.725039614,9,0.934534273,9,0.667351346,8,0.210951645,6
E01020575,1.083827747,10,0.907051567,10,1.165911307,10,1.391832905,10,1.518961915,10,1.868477266,10,1.345696934,9,0.982053929,8
E01020576,-0.415018036,6,-0.282486927,6,-0.179811572,6,-0.477489079,4,-0.662739966,3,-0.004875191,6,-0.301647431,4,0.28622322,6
E01020577,0.090032411,8,0.531595974,9,-0.065865269,7,-0.036046152,7,0.111317799,7,0.332704385,7,0.267222886,7,0.24095847,6
E01020578,0.232320634,9,0.664432784,9,0.701176486,9,1.365253376,10,1.196872352,9,1.62057799,10,1.394968911,9,1.098767798,9
E01020579,-0.123248319,8,0.082285313,8,0.21955272,8,-0.045238439,6,0.640362176,8,0.365674877,7,0.605295883,8,0.578697288,7
E01020580,-0.202579693,7,-0.239270637,6,-0.227325727,6,-0.307514956,5,-0.26098356,5,-0.493149131,3,-0.515324578,3,-0.496856464,2
E01020581,0.521053462,9,0.24778035,8,0.257256169,8,0.889144979,9,0.705927223,9,0.679163722,8,0.922857409,9,0.704147829,8
E01020582,1.102280997,10,1.024207279,10,1.22973692,10,1.851176355,10,1.682082948,10,1.616252473,10,1.308441295,9,1.239360625,9
E01020583,-0.647353149,5,-0.120001652,7,-0.468716904,5,-0.227586366,6,0.051735789,7,0.416522534,8,0.113354361,6,-0.009725811,5
E01020584,0.520983924,9,0.287922828,8,0.251216594,8,0.808295795,9,0.785980315,9,0.919038202,9,1.018052721,9,0.450404167,7
E01020585,-0.412490876,6,-0.392254079,6,-0.19531582,6,-0.326661644,5,0.18448916,7,0.180927781,7,0.514473271,8,0.539487418,7
E01020586,-0.714158487,4,-0.517524272,5,-0.528528326,5,0.237796216,8,-0.068331402,6,0.4408658,8,0.332838153,7,0.070293152,5
E01020587,0.023881798,8,-0.438331126,5,-0.182207641,6,0.122114743,7,0.106255853,7,0.220793217,7,0.475998209,7,0.144522322,6
E01020588,-0.950958509,3,-0.071481407,7,-0.4216477,5,-0.28470498,5,-0.418926264,4,0.152408708,7,0.029006074,6,0.230543466,6
E01020589,-0.28185299,7,-0.012142752,7,-0.120524301,7,-0.269091408,5,0.132274032,7,0.192541228,7,0.515088045,8,0.541339274,7
E01020590,0.162431979,8,0.935262245,10,0.222626446,8,0.75965623,9,0.336912842,8,0.599003451,8,0.281050932,7,0.869581524,8
E01020591,0.688043119,9,0.849502907,9,0.37300291,8,0.701624193,9,1.118871144,9,1.418056865,10,1.950892058,10,2.103629533,10
E01020592,2.060293103,10,1.775072276,10,1.422858998,10,1.380712967,10,1.856314755,10,2.311513579,10,1.982694666,10,2.390437503,10
E01020593,1.029089788,10,0.755173174,9,0.916893292,9,1.150625169,9,1.402349496,10,0.884108912,9,1.95423452,10,2.607298506,10
E01020594,-0.248584255,7,0.087615486,8,0.36563108,8,-0.100478324,6,0.332163364,8,0.27862534,7,0.760360568,8,0.890438554,8
E01020595,-0.343276041,7,-0.346992061,6,-0.122785293,7,0.553198252,8,0.206848176,7,0.104617886,6,0.391184297,7,0.221247223,6
E01020596,0.646267289,9,0.569722703,9,0.563996082,9,0.769922979,9,1.616152624,10,0.899430012,9,0.732260861,8,1.101474955,9
E01020597,-0.866494957,3,-0.735178952,3,-0.624950306,4,-0.618375918,3,-0.319387782,5,-0.535103464,3,-0.468573321,3,-0.229195145,4
E01020598,0.06402307,8,-0.128278289,7,1.034351995,10,0.735122919,9,0.382009275,8,0.349399677,7,0.589120665,8,0.984329131,8
E01020599,0.789922765,10,0.815259602,9,1.128013157,10,1.215777718,10,1.663199668,10,1.771298324,10,2.829349096,10,1.995373619,10
E01020600,-0.714206398,4,-0.549500162,5,-0.322198174,6,-0.434525293,5,-0.609465778,3,-0.461036454,4,-0.503372792,3,-0.111635253,4
E01020601,-0.592446187,5,-0.463581824,5,-0.573649774,4,-0.212199125,6,0.367960239,8,0.504933936,8,0.235781934,7,0.070554051,5
E01020602,1.183196612,10,2.026675973,10,1.994510621,10,2.524102454,10,2.106636575,10,2.542656331,10,3.02272155,10,3.463145132,10
E01020603,-1.010769511,2,-0.981409155,2,-0.8850324,2,-0.935983896,2,-0.914805609,1,-0.653357146,2,-0.788089773,1,-0.644871115,2
E01020604,-0.015244315,8,-0.07516428,7,-0.149471057,7,0.324014352,8,-0.031252963,6,0.124582171,7,0.787071983,8,0.469448593,7
E01020605,-0.823895823,4,-0.690011026,4,-0.351619953,6,-0.649046415,3,-0.596789574,3,-0.667082352,2,-0.415240337,3,-0.315206128,3
E01020606,1.089963148,10,1.013588053,10,0.861024467,9,1.384623807,10,1.398132535,10,2.008138059,10,1.828563503,10,2.05596106,10
E01020607,1.027728074,10,1.178649931,10,0.794316946,9,1.191968926,10,2.049207334,10,1.760800114,10,3.003275553,10,1.698349019,9
E01020608,-0.597138516,5,-0.326439313,6,-0.020236112,7,-0.077227332,6,-0.128675265,6,0.12318323,7,-0.245172555,4,0.214091524,6
E01020609,0.130311879,8,-0.016951122,7,-0.001890623,7,0.240192131,8,0.558713489,8,0.291131799,7,0.885074951,9,1.360288033,9
E01020610,-0.712058803,4,-0.514814032,5,-0.399389128,5,-0.025256997,7,-0.380383362,4,-0.207663217,5,-0.114574794,5,0.155853216,6
E01020611,-0.793059686,4,-0.906839423,2,-0.667302841,4,-0.643958265,3,-0.402708201,4,-0.697159191,2,-0.339262941,4,-0.23252374,4
E01020612,-0.764740415,4,-0.839979266,3,-0.60593913,4,-0.829906855,2,-0.6698097,3,-0.351739399,4,-0.090904363,5,-0.384146026,3
E01020613,-0.317420682,7,-0.871044958,3,-0.638685538,4,-0.804861729,2,-0.637866146,3,-0.334251773,4,-0.794996983,1,-0.221191964,4
E01020614,0.984745502,10,0.587411785,9,0.627442808,9,0.929115837,9,0.528917339,8,1.015664737,9,1.360169968,9,1.381595071,9
E01020615,1.484714844,10,2.018203812,10,1.143250639,10,0.99009285,9,0.907499438,9,1.527806197,10,1.496220885,10,1.667490877,9
E01020616,0.015772281,8,0.265790374,8,0.455711226,9,0.451369548,8,1.315225351,10,1.043675314,9,1.087691536,9,1.817951303,10
E01020617,-0.570945237,5,-0.333318969,6,-0.26680846,6,0.206232953,7,-0.33520412,5,-0.162971971,5,-0.109073231,5,0.081076153,5
E01020618,0.125850639,8,0.400445503,9,0.339252326,8,0.727617046,9,1.203576625,9,0.996175396,9,1.073289581,9,1.124039158,9
E01020619,-0.503222687,6,0.288308822,8,-0.181834041,6,-0.052397293,6,0.277359464,7,0.151849089,7,0.185946306,6,1.031746861,8
E01020620,0.317101162,9,0.336562903,8,0.440936799,9,0.781749593,9,0.895172429,9,0.595321007,8,0.577318482,8,0.807319777,8
E01020621,0.624377406,9,0.366020886,9,0.682145784,9,0.559793313,8,0.882555425,9,1.174302475,9,1.363064291,9,0.929131733,8
E01020622,-0.710037442,4,-0.756408506,3,-0.396288538,5,-0.646326935,3,-0.683246802,3,-0.448724688,4,-0.486322334,3,-0.516155249,2
E01020623,-0.631728949,5,-0.638429798,4,-0.734378934,3,-0.3242433,5,-0.211699706,5,-0.397349287,4,-0.322983942,4,-0.028373868,5
E01020624,1.214334092,10,1.524836615,10,0.869951855,9,1.251710184,10,1.275360749,9,1.528317818,10,1.867356406,10,1.580197743,9
E01020625,0.142789514,8,0.383516998,9,0.066437387,7,0.294479815,8,0.343249736,8,0.847985179,9,1.041788218,9,1.468287412,9
E01020626,0.578074941,9,0.269825241,8,0.323544601,8,0.966334185,9,0.756519396,9,1.657160694,10,1.127583498,9,1.449571336,9
E01020627,-0.642435218,5,-0.656200088,4,-0.296021584,6,-0.636144045,3,-0.621171429,3,-0.037192289,6,-0.074827561,5,-0.132473285,4
