CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F167,F184,F185,F2340,F2341,F2342,F130016,F130017,F130018,F130019,F130020,F130021,F130022,F130023,F130024,F130025,F130026,F130731,F130732,F130733,F130734,F130735,F130736,F130737,F130738,F130739,F130740,F130800,F130801,F130802,F130803,F130804,F130805,F130806,F130807,F130808,F130809,F131145,F131146,F131147,F131148,F131149,F131150,F131151,F131152,F131153,F131154,F131490,F131491,F131492,F131493,F131494,F131495,F131496,F131497,F131498,F131499,F131904,F131905,F131906,F131907,F131908,F131909,F131910,F131911,F131912,F131913,F132180,F132181,F132182,F132183,F132184,F132185,F132186,F132187,F132188,F132189,F136983,
31246,E01012372,Halton 016B,Lower Super Output Areas and Data Zones,LSOADZ,1139,45.10009,49,1139,570,569,1139,1111,0,12,1,0,0,4,7,1,3,1139,868,3,0,1,3,1,2,177,84,1111,855,1,0,1,0,0,2,170,82,12,9,0,0,0,0,0,0,2,1,12,2,2,0,0,2,1,0,5,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1135,
31247,E01012373,Halton 016C,Lower Super Output Areas and Data Zones,LSOADZ,1290,45.23954,50,1290,644,646,1290,1274,0,10,0,0,0,2,1,1,2,1290,981,1,0,1,1,0,2,239,65,1274,969,0,0,1,0,0,2,237,65,10,8,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1290,
31248,E01012374,Halton 002A,Lower Super Output Areas and Data Zones,LSOADZ,2733,36.55068,38,2733,1364,1369,2733,2664,1,23,28,1,1,8,2,4,1,2733,2245,3,17,2,8,0,6,337,115,2665,2216,2,0,2,2,0,6,323,114,23,16,0,1,0,0,0,0,6,0,40,8,1,16,0,6,0,0,8,1,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2733,
31249,E01012375,Halton 002B,Lower Super Output Areas and Data Zones,LSOADZ,1583,40.75426,44,1583,800,783,1583,1535,2,12,14,0,0,14,6,0,0,1583,1333,3,16,0,4,0,3,170,54,1537,1321,2,0,0,1,0,3,161,49,12,6,0,1,0,1,0,0,2,2,34,6,1,15,0,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,
31250,E01012376,Halton 002C,Lower Super Output Areas and Data Zones,LSOADZ,2593,32.85384,35,2593,1334,1259,2593,2496,3,33,32,1,4,10,3,9,2,2593,2121,5,18,1,8,6,7,311,116,2499,2080,3,1,1,0,0,6,297,111,33,24,0,1,0,0,0,0,5,3,50,7,2,16,0,8,6,1,8,2,9,8,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2593,
31251,E01012377,Halton 004A,Lower Super Output Areas and Data Zones,LSOADZ,1794,39.33278,40,1794,918,876,1794,1776,0,6,2,0,3,1,0,4,2,1794,1440,2,2,1,3,1,1,227,117,1776,1433,2,0,1,0,1,1,223,115,6,2,0,0,0,0,0,0,3,1,6,0,0,2,0,2,0,0,1,1,4,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1788,
31252,E01012378,Halton 006A,Lower Super Output Areas and Data Zones,LSOADZ,1498,44.64686,48,1498,722,776,1498,1471,0,18,2,0,1,0,0,5,1,1498,1293,0,0,1,1,1,1,129,72,1471,1272,0,0,1,0,1,1,125,71,18,14,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1498,
31253,E01012379,Halton 006B,Lower Super Output Areas and Data Zones,LSOADZ,1481,38.97299,39,1481,714,767,1481,1472,0,6,2,0,0,0,0,0,1,1481,1160,0,1,1,1,0,2,219,97,1472,1156,0,0,1,0,0,2,216,97,6,3,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1452,
31254,E01012380,Halton 006C,Lower Super Output Areas and Data Zones,LSOADZ,1391,38.20561,36,1391,644,747,1391,1380,0,9,0,0,0,1,0,1,0,1391,1083,1,0,0,0,0,2,240,65,1380,1077,0,0,0,0,0,2,236,65,9,5,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,
31255,E01012381,Halton 010A,Lower Super Output Areas and Data Zones,LSOADZ,1351,36.15026,35,1351,716,635,1351,1326,0,15,5,0,0,2,2,1,0,1351,888,3,4,1,0,0,2,359,94,1326,875,2,0,1,0,0,2,354,92,15,10,0,0,0,0,0,0,4,1,9,2,1,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,
31256,E01012382,Halton 010B,Lower Super Output Areas and Data Zones,LSOADZ,1497,37.28657,37,1497,724,773,1497,1448,1,32,2,0,0,3,7,3,1,1497,1008,2,1,0,1,0,3,398,84,1449,971,2,0,0,0,0,3,390,83,32,25,0,0,0,0,0,0,6,1,12,9,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1497,
31257,E01012383,Halton 013A,Lower Super Output Areas and Data Zones,LSOADZ,1702,41.2074,42,1702,833,869,1702,1662,0,20,6,1,0,5,4,1,3,1702,1180,2,2,0,6,0,11,405,96,1662,1167,0,0,0,2,0,10,388,95,20,7,0,0,0,0,0,0,12,1,16,3,2,2,0,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1702,
31258,E01012384,Halton 010C,Lower Super Output Areas and Data Zones,LSOADZ,1588,44.59824,47,1588,787,801,1588,1557,0,18,0,1,0,3,4,3,2,1588,1153,3,3,3,1,0,13,336,76,1557,1142,1,0,3,0,0,11,327,73,18,9,0,0,0,0,0,0,6,3,8,1,2,3,0,1,0,0,1,0,3,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1588,
31259,E01012385,Halton 009A,Lower Super Output Areas and Data Zones,LSOADZ,1441,38.97016,42,1441,719,722,1441,1397,0,17,4,1,5,12,1,4,0,1441,1035,7,2,0,10,0,4,316,67,1397,1016,3,0,0,2,0,4,308,64,17,10,0,0,0,2,0,0,5,0,23,5,4,2,0,6,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,
31260,E01012386,Halton 009B,Lower Super Output Areas and Data Zones,LSOADZ,1945,33.29974,37,1945,973,972,1945,1879,4,22,26,1,1,4,5,1,2,1945,1422,4,15,0,1,8,5,404,86,1883,1403,1,0,0,0,0,5,391,83,22,13,0,0,0,0,0,0,8,1,37,3,3,15,0,1,8,0,5,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1945,
31261,E01012387,Halton 009C,Lower Super Output Areas and Data Zones,LSOADZ,1115,46.1417,48,1115,543,572,1115,1094,0,9,3,4,0,3,1,0,1,1115,861,2,2,0,0,6,1,172,71,1094,853,1,2,0,0,0,1,168,69,9,7,0,0,0,0,0,0,1,1,11,1,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1115,
31262,E01012388,Halton 006D,Lower Super Output Areas and Data Zones,LSOADZ,1814,36.09592,33,1814,872,942,1814,1794,0,19,0,0,0,0,0,1,0,1814,1444,0,0,1,1,1,2,264,101,1794,1434,0,0,0,1,1,2,256,100,19,10,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1809,
31263,E01012389,Halton 008A,Lower Super Output Areas and Data Zones,LSOADZ,1785,45.37087,48,1785,861,924,1785,1763,0,11,0,0,0,5,4,1,1,1785,1514,3,4,0,3,0,2,168,91,1763,1504,3,1,0,2,0,2,165,86,11,5,0,0,0,1,0,0,2,3,9,4,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1785,
31264,E01012390,Halton 004B,Lower Super Output Areas and Data Zones,LSOADZ,1597,43.63557,43,1597,749,848,1597,1592,0,4,0,0,0,0,0,0,1,1597,1293,2,0,1,0,0,4,210,87,1592,1290,2,0,1,0,0,4,208,87,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1529,
31265,E01012391,Halton 008B,Lower Super Output Areas and Data Zones,LSOADZ,2130,38.83052,37,2130,1035,1095,2130,2059,1,33,0,1,0,10,7,12,7,2130,1571,0,0,4,5,0,2,392,156,2060,1529,0,0,3,3,0,2,375,148,33,18,0,0,1,0,0,0,11,3,18,10,0,0,0,0,0,0,5,3,12,11,0,0,0,0,0,0,0,1,7,3,0,0,0,2,0,0,1,1,2130,
31266,E01012392,Halton 001A,Lower Super Output Areas and Data Zones,LSOADZ,2350,35.52468,37,2350,1141,1209,2350,2284,1,32,4,3,0,7,6,9,4,2350,1873,5,0,1,8,0,3,342,118,2285,1841,1,0,0,0,0,3,323,117,32,18,0,0,1,0,0,0,12,1,20,8,4,0,0,4,0,0,4,0,9,6,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,2350,
31267,E01012393,Halton 001B,Lower Super Output Areas and Data Zones,LSOADZ,2028,44.6568,46,2028,1000,1028,2028,1983,1,27,4,1,0,1,2,2,7,2028,1716,1,3,0,7,1,2,217,81,1984,1689,1,1,0,0,0,2,211,80,27,19,0,0,0,2,0,0,5,1,8,3,0,2,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,1989,
31268,E01012394,Halton 005B,Lower Super Output Areas and Data Zones,LSOADZ,1485,43.15152,45,1485,682,803,1485,1472,0,4,2,0,0,5,2,0,0,1485,1165,2,0,0,5,0,0,233,80,1472,1161,1,0,0,4,0,0,226,80,4,2,0,0,0,1,0,0,1,0,9,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,
31269,E01012395,Halton 001C,Lower Super Output Areas and Data Zones,LSOADZ,1445,46.25467,49,1445,711,734,1445,1408,1,7,8,0,0,3,10,4,4,1445,1218,9,7,0,1,1,3,122,84,1409,1206,1,0,0,0,0,3,116,83,7,4,0,0,0,0,0,0,2,1,21,1,8,7,0,0,1,0,4,0,4,4,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1445,
31270,E01012396,Halton 013B,Lower Super Output Areas and Data Zones,LSOADZ,1531,36.54997,35,1531,769,762,1531,1499,0,11,1,1,0,9,6,3,1,1531,1024,4,0,1,0,0,4,428,70,1499,1010,0,0,1,0,0,3,416,69,11,8,0,0,0,0,0,1,2,0,17,3,3,0,0,0,0,0,10,1,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1474,
31271,E01012397,Halton 013C,Lower Super Output Areas and Data Zones,LSOADZ,1505,35.12757,32,1505,709,796,1505,1466,0,20,0,0,10,3,1,5,0,1505,977,0,0,0,0,0,10,414,104,1466,963,0,0,0,0,0,10,403,90,20,9,0,0,0,0,0,0,9,2,14,2,0,0,0,0,0,0,0,12,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1483,
31272,E01012398,Halton 011A,Lower Super Output Areas and Data Zones,LSOADZ,1239,40.53592,42,1239,607,632,1239,1221,1,13,2,0,0,2,0,0,0,1239,937,2,0,0,0,0,1,246,53,1222,925,1,0,0,0,0,1,242,53,13,9,1,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,
31273,E01012399,Halton 013D,Lower Super Output Areas and Data Zones,LSOADZ,1408,38.75426,39,1408,682,726,1408,1376,0,15,0,0,4,10,3,0,0,1408,977,5,0,0,4,0,7,340,75,1376,970,1,0,0,0,0,7,323,75,15,6,0,0,0,0,0,0,9,0,17,1,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,
31274,E01012400,Halton 011B,Lower Super Output Areas and Data Zones,LSOADZ,1240,38.21371,38,1240,568,672,1240,1224,0,13,0,0,0,2,1,0,0,1240,903,2,0,0,0,0,3,259,73,1224,895,0,0,0,0,0,3,255,71,13,7,0,0,0,0,0,0,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,
31275,E01012401,Halton 008C,Lower Super Output Areas and Data Zones,LSOADZ,1841,46.13742,50,1841,906,935,1841,1805,0,23,0,0,0,5,1,7,0,1841,1532,2,0,2,1,0,1,196,107,1805,1505,1,0,2,0,0,1,190,106,23,17,0,0,0,0,0,0,5,1,6,3,1,0,0,1,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,
31276,E01012402,Halton 011C,Lower Super Output Areas and Data Zones,LSOADZ,1586,39.22446,38.5,1586,738,848,1586,1572,0,3,0,0,0,5,2,2,2,1586,1111,10,0,0,3,0,3,366,93,1572,1108,4,0,0,0,0,3,365,92,3,2,0,0,0,0,0,0,0,1,7,0,6,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1518,
31277,E01012403,Halton 013E,Lower Super Output Areas and Data Zones,LSOADZ,1624,33.92734,31,1624,790,834,1624,1601,0,12,0,0,0,0,3,3,5,1624,1108,1,0,0,3,0,2,433,77,1601,1093,1,0,0,0,0,1,432,74,12,7,0,0,0,2,0,0,1,2,3,2,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,1,1624,
31278,E01012404,Halton 011D,Lower Super Output Areas and Data Zones,LSOADZ,1403,38.77762,39,1403,688,715,1403,1387,0,6,2,0,0,0,1,7,0,1403,1072,0,0,0,0,2,2,264,63,1387,1066,0,0,0,0,0,2,259,60,6,2,0,0,0,0,0,0,2,2,3,0,0,0,0,0,2,0,0,1,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1403,
31279,E01012405,Halton 011E,Lower Super Output Areas and Data Zones,LSOADZ,1992,39.65261,40,1992,983,1009,1992,1959,0,18,0,0,1,7,3,3,1,1992,1487,4,0,1,7,0,5,393,95,1959,1477,1,0,1,4,0,5,381,90,18,7,0,0,0,1,0,0,5,5,11,3,3,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1992,
31280,E01012406,Halton 015A,Lower Super Output Areas and Data Zones,LSOADZ,1596,38.58521,39,1596,777,819,1596,1563,0,12,1,3,0,1,9,6,1,1596,1090,1,1,0,7,0,7,399,91,1563,1076,0,0,0,3,0,7,389,88,12,3,0,0,0,1,0,0,5,3,14,8,1,1,0,3,0,0,1,0,6,2,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1596,
31281,E01012407,Halton 015B,Lower Super Output Areas and Data Zones,LSOADZ,1594,37.88269,37,1594,766,828,1594,1526,1,44,1,0,0,1,5,15,1,1594,1066,1,0,0,2,1,1,421,102,1527,1035,1,0,0,1,0,1,400,89,44,17,0,0,0,0,0,0,17,10,7,3,0,0,0,1,1,0,1,1,15,11,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1594,
31282,E01012408,Halton 013F,Lower Super Output Areas and Data Zones,LSOADZ,2046,33.6437,31,2046,964,1082,2046,2000,0,24,1,0,0,13,0,7,1,2046,1339,2,0,0,3,0,4,561,137,2000,1309,2,0,0,2,0,4,547,136,24,16,0,0,0,0,0,0,7,1,14,7,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2008,
31283,E01012409,Halton 015C,Lower Super Output Areas and Data Zones,LSOADZ,1434,41.52441,42,1434,699,735,1434,1391,1,19,5,1,4,2,5,5,1,1434,1051,1,3,0,5,0,4,288,82,1392,1026,1,0,0,0,0,4,279,82,19,14,0,0,0,0,0,0,5,0,17,6,0,3,0,5,0,0,3,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1375,
31284,E01012410,Halton 003B,Lower Super Output Areas and Data Zones,LSOADZ,1265,41.37865,44,1265,628,637,1265,1246,0,7,0,0,0,4,7,1,0,1265,1036,1,3,0,1,0,2,146,76,1246,1031,0,1,0,0,0,2,137,75,7,3,0,0,0,0,0,0,4,0,11,1,1,2,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,
31285,E01012411,Halton 001D,Lower Super Output Areas and Data Zones,LSOADZ,1314,45.26636,48,1314,668,646,1314,1282,1,10,4,0,0,2,4,6,5,1314,1070,6,3,0,1,0,4,152,78,1283,1051,2,0,0,1,0,4,149,76,10,6,0,0,0,0,0,0,3,1,10,2,4,3,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1310,
31286,E01012412,Halton 003C,Lower Super Output Areas and Data Zones,LSOADZ,1449,37.99655,37,1449,746,703,1449,1406,1,18,2,0,0,1,9,12,0,1449,1096,6,5,0,2,1,2,267,70,1407,1079,1,2,0,1,0,2,253,69,18,6,0,1,0,0,0,0,11,0,12,0,5,2,0,1,1,0,2,1,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1411,
31287,E01012413,Halton 003D,Lower Super Output Areas and Data Zones,LSOADZ,1485,39.77239,39,1485,717,768,1485,1451,1,18,1,0,6,3,1,4,0,1485,1154,2,3,0,5,0,0,243,78,1452,1145,0,1,0,0,0,0,231,75,18,6,1,1,0,0,0,0,9,1,11,0,1,1,0,5,0,0,3,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1456,
31288,E01012414,Halton 003E,Lower Super Output Areas and Data Zones,LSOADZ,1232,42.09091,45,1232,615,617,1232,1216,1,7,3,0,0,1,1,0,3,1232,999,2,3,0,1,0,2,179,46,1217,992,1,0,0,0,0,2,176,46,7,4,0,0,0,0,0,0,3,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1232,
31289,E01012415,Halton 016D,Lower Super Output Areas and Data Zones,LSOADZ,1399,41.92995,45,1399,691,708,1399,1384,0,4,2,0,0,7,2,0,0,1399,1091,2,2,0,1,0,2,244,57,1384,1089,0,0,0,0,0,2,238,55,4,2,0,0,0,1,0,0,0,1,11,0,2,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,
31290,E01012416,Halton 012A,Lower Super Output Areas and Data Zones,LSOADZ,1792,42.44141,43,1792,881,911,1792,1760,0,15,6,0,0,3,4,4,0,1792,1330,4,0,0,0,0,5,359,94,1760,1314,1,0,0,0,0,5,347,93,15,5,2,0,0,0,0,0,8,0,13,7,1,0,0,0,0,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,
31291,E01012417,Halton 012B,Lower Super Output Areas and Data Zones,LSOADZ,1294,37.74421,38,1294,641,653,1294,1265,0,17,1,1,0,5,2,0,3,1294,866,5,0,1,8,0,8,315,91,1265,862,0,0,1,3,0,7,307,85,17,2,0,0,0,1,0,0,8,6,9,1,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1294,
31292,E01012418,Halton 016E,Lower Super Output Areas and Data Zones,LSOADZ,1376,48.95858,53,1376,660,716,1376,1359,0,7,6,0,0,4,0,0,0,1376,1113,1,8,0,0,0,4,191,59,1359,1111,1,0,0,0,0,4,186,57,7,2,0,2,0,0,0,0,1,2,10,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,
31293,E01012419,Halton 004C,Lower Super Output Areas and Data Zones,LSOADZ,1143,36.21085,36,1143,519,624,1143,1130,0,11,0,0,0,0,0,1,1,1143,904,0,0,0,1,0,1,173,64,1130,896,0,0,0,1,0,1,168,64,11,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1143,
31294,E01012420,Halton 004D,Lower Super Output Areas and Data Zones,LSOADZ,1481,40.684,40,1481,710,771,1481,1427,0,33,3,0,0,6,0,2,10,1481,1192,1,3,0,8,0,7,202,68,1427,1165,1,0,0,0,0,7,187,67,33,20,0,0,0,2,0,0,10,1,9,1,0,3,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,10,4,0,0,0,6,0,0,0,0,1481,
31295,E01012421,Halton 002D,Lower Super Output Areas and Data Zones,LSOADZ,1339,41.88424,44,1339,672,667,1339,1307,0,8,5,0,0,15,1,3,0,1339,1137,5,4,0,1,1,0,147,44,1307,1130,2,2,0,1,0,0,129,43,8,3,0,0,0,0,0,0,5,0,21,1,3,2,0,0,1,0,13,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,
31296,E01012422,Halton 004E,Lower Super Output Areas and Data Zones,LSOADZ,1480,34.98581,33,1480,683,797,1480,1442,0,21,3,1,0,0,0,9,4,1480,1166,2,0,0,3,0,4,226,79,1442,1144,1,0,0,1,0,4,217,75,21,8,1,0,0,0,0,0,8,4,4,3,0,0,0,1,0,0,0,0,9,8,0,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,0,0,1474,
31297,E01012423,Halton 002E,Lower Super Output Areas and Data Zones,LSOADZ,1418,42.93794,45,1418,705,713,1418,1392,0,8,9,1,5,1,1,1,0,1418,1140,3,10,0,7,1,0,180,77,1392,1130,3,1,0,1,0,0,180,77,8,6,0,2,0,0,0,0,0,0,17,3,0,7,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,
31298,E01012424,Halton 007C,Lower Super Output Areas and Data Zones,LSOADZ,1877,35.0341,33,1877,927,950,1877,1831,5,16,3,0,0,6,4,10,2,1877,1427,2,2,0,3,1,7,342,93,1836,1405,2,0,0,0,0,7,332,90,16,7,0,0,0,1,0,0,8,0,13,5,0,2,0,2,1,0,1,2,10,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1877,
31299,E01012425,Halton 005C,Lower Super Output Areas and Data Zones,LSOADZ,1613,39.37942,40,1613,770,843,1613,1572,4,10,4,2,0,4,5,3,9,1613,1288,2,2,0,8,4,6,213,90,1576,1276,2,0,0,0,0,6,205,87,10,5,0,0,0,0,0,0,4,1,15,1,0,2,0,2,4,0,4,2,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,6,0,0,0,0,1613,
31300,E01012426,Halton 005D,Lower Super Output Areas and Data Zones,LSOADZ,1345,44.4394,46,1345,646,699,1345,1329,0,11,0,0,0,0,2,1,2,1345,1142,2,0,0,1,0,6,126,68,1329,1135,1,0,0,1,0,6,120,66,11,4,0,0,0,0,0,0,5,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1341,
31301,E01012427,Halton 005E,Lower Super Output Areas and Data Zones,LSOADZ,1765,34.83739,35,1765,845,920,1765,1709,4,32,0,5,0,6,7,0,2,1765,1412,3,0,0,8,0,2,272,68,1713,1398,0,0,0,0,0,2,253,60,32,12,0,0,0,1,0,0,12,7,18,1,3,0,0,6,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1764,
31302,E01012428,Halton 012C,Lower Super Output Areas and Data Zones,LSOADZ,2200,36.83682,34,2200,1086,1114,2200,2147,0,24,5,0,0,9,8,7,0,2200,1468,7,1,0,2,4,5,574,139,2147,1440,4,0,0,1,0,5,563,134,24,15,0,0,0,0,0,0,5,4,22,7,3,1,0,1,4,0,5,1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2185,
31303,E01012429,Halton 012D,Lower Super Output Areas and Data Zones,LSOADZ,1387,39.61788,40,1387,673,714,1387,1371,0,9,0,0,2,1,1,3,0,1387,928,2,0,0,2,0,2,361,92,1371,920,2,0,0,0,0,2,355,92,9,6,0,0,0,0,0,0,3,0,4,0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1387,
31304,E01012430,Halton 012E,Lower Super Output Areas and Data Zones,LSOADZ,1755,35.37892,31,1755,889,866,1755,1713,0,25,4,0,0,4,1,7,1,1755,1095,3,3,0,8,0,11,519,116,1713,1076,3,0,0,7,0,11,502,114,25,9,0,0,0,0,0,0,14,2,9,4,0,3,0,1,0,0,1,0,7,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1744,
31305,E01012431,Halton 012F,Lower Super Output Areas and Data Zones,LSOADZ,2064,36.21754,34,2064,1077,987,2064,1992,0,30,3,0,3,9,7,12,8,2064,1320,5,4,1,11,0,13,586,124,1992,1298,1,1,1,2,0,13,563,113,30,15,0,0,0,0,0,0,8,7,22,1,4,3,0,3,0,0,7,4,12,4,0,0,0,0,0,0,8,0,8,2,0,0,0,6,0,0,0,0,2032,
31306,E01012432,Halton 014A,Lower Super Output Areas and Data Zones,LSOADZ,1409,37.79134,37,1409,687,722,1409,1382,0,20,0,0,0,3,4,0,0,1409,964,6,0,0,1,0,7,356,75,1382,956,2,0,0,0,0,7,345,72,20,4,2,0,0,0,0,0,11,3,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,
31307,E01012433,Halton 014B,Lower Super Output Areas and Data Zones,LSOADZ,1620,35.21173,34,1620,770,850,1620,1571,1,32,3,0,0,2,0,10,1,1620,1116,2,0,1,0,2,11,419,69,1572,1089,2,0,1,0,2,11,400,67,32,13,0,0,0,0,0,0,18,1,5,4,0,0,0,0,0,0,1,0,10,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1620,
31308,E01012434,Halton 009D,Lower Super Output Areas and Data Zones,LSOADZ,1577,38.99429,40,1577,773,804,1577,1530,0,21,11,0,0,3,2,7,3,1577,1133,1,7,1,1,1,5,351,77,1530,1107,1,0,1,0,1,5,338,77,21,14,0,0,0,0,0,0,7,0,16,5,0,7,0,0,0,0,4,0,7,5,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0,0,0,1539,
31309,E01012435,Halton 009E,Lower Super Output Areas and Data Zones,LSOADZ,2114,36.69064,40,2114,1081,1033,2114,2064,0,21,14,2,1,1,6,4,1,2114,1642,0,8,3,2,6,0,352,101,2064,1621,0,0,3,0,0,0,342,98,21,10,0,0,0,0,0,0,8,3,24,7,0,8,0,1,6,0,2,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2108,
31310,E01012436,Halton 014C,Lower Super Output Areas and Data Zones,LSOADZ,1334,29.91754,27,1334,631,703,1334,1300,0,29,0,0,0,1,2,1,1,1334,815,2,0,0,1,0,1,434,81,1300,798,1,0,0,0,0,1,423,77,29,14,0,0,0,0,0,0,11,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1334,
